Timestamp;Serial_Number;Spectrum_H29_2R;Spectrum_H29_2T;Spectrum_H56_2R;Spectrum_H56_2T;Spectrum_H57_2R;Spectrum_H57_2T;Spectrum_H58_2R;Spectrum_H58_2T;result_H29_2R;result_H29_2T
05/03/2018 07:51;11957;0,000726381;0,004560529;0,006650404;0,007287464;0,005528788;0,005669326;0,006527329;0,007020817;0,01;0,005
05/03/2018 07:52;11958;0,00733062;0,003368825;0,006185802;0,006916807;0,004728424;0,006926813;0,007488036;0,009612043;0,01;0,005
05/03/2018 07:53;11958;0,009036186;0,00620665;0,01259471;0,009978306;0,0107229;0,00598301;0,008904472;0,006857987;0,01;0,005
05/03/2018 07:54;11958;0,007152469;0,002475622;0,006796865;0,006885663;0,003202882;0,00735671;0,00547234;0,005934527;0,01;0,005
05/03/2018 11:22;1424;0,006481702;0,003838268;0,005805737;0,008937364;0,003144283;0,005747686;0,009554276;0,006669392;0,01;0,005
05/03/2018 11:23;1424;0,002140825;0,004533981;0,006892956;0,004801785;0,014328605;0,008987845;0,005651108;0,002467487;0,01;0,005
05/03/2018 11:24;1424;0,001993472;0,002506535;0,00661066;0,007626156;0,00732708;0,009118808;0,005518916;0,009093514;0,01;0,005
05/03/2018 11:39;1427;0,002899869;0,004633246;0,008105712;0,006063611;0,006044905;0,004585114;0,00817751;0,004435858;0,01;0,005
05/03/2018 11:40;1427;0,00588322;0,003566603;0,003709951;0,005742318;0,005912859;0,004243825;0,009254725;0,005075754;0,01;0,005
05/03/2018 11:41;1427;0,005312045;0,004075799;0,003123017;0,00572793;0,002841054;0,004350811;0,00891289;0,005054879;0,01;0,005
05/03/2018 11:58;1421;0,004546101;0,00355025;0,001536294;0,006689684;0,003653781;0,009727315;0,005366094;0,006150179;0,01;0,005
05/03/2018 11:59;1421;0,006568166;0,003475562;0,0061179;0,008392668;0,007649019;0,007816624;0,006185582;0,004757354;0,01;0,005
05/03/2018 12:00;1421;0,00832441;0,005373779;0,004711476;0,008436622;0,003313443;0,007001139;0,00458457;0,006189101;0,01;0,005
05/03/2018 12:08;1420;0,005066514;0,003046926;0,004985529;0,004425439;0,007255659;0,007438983;0,004264117;0,005811285;0,01;0,005
05/03/2018 12:09;1420;0,00344169;0,004814728;0,007914283;0,007877059;0,002955097;0,007909738;0,004713358;0,006856308;0,01;0,005
05/03/2018 12:10;1420;0,011499896;0,002017664;0,006090081;0,006039565;0,00677106;0,009146525;0,00102359;0,007725155;0,01;0,005
05/03/2018 13:19;1426;0,003742955;0,002994616;0,001875011;0,009088458;0,002950909;0,006247661;0,005531979;0,005413167;0,01;0,005
05/03/2018 13:19;1426;0,006411774;0,001949046;0,007972158;0,007387788;0,00704984;0,005962845;0,005307079;0,008224546;0,01;0,005
05/03/2018 13:20;1426;0,003021317;0,003335408;0,006660347;0,011945588;0,005076011;0,010240283;0,003748054;0,009798145;0,01;0,005
05/03/2018 13:37;1429;0,004065144;0,002381948;0,008674635;0,005928377;0,001070123;0,006984841;0,007792852;0,008661103;0,01;0,005
05/03/2018 13:38;1429;0,006858841;0,003492647;0,006304744;0,007021582;0,00256879;0,003761341;0,002787162;0,008268133;0,01;0,005
06/03/2018 09:00;703;0,003299877;0,004929694;0,006517258;0,007599649;0,003441532;0,007211339;0,008141208;0,005487748;0,01;0,005
06/03/2018 09:00;703;0,00274944;0,002451473;0,003623808;0,006275556;0,00352676;0,008981478;0,005818318;0,006101869;0,01;0,005
06/03/2018 09:01;703;0,005083507;0,001850356;0,002286212;0,007989519;0,005767793;0,008653559;0,009891349;0,009014278;0,01;0,005
06/03/2018 11:30;703;0,003753376;0,003815504;0,003407539;0,007221107;0,007791746;0,005548905;0,008217167;0,007338153;0,01;0,005
06/03/2018 11:31;703;0,005368083;0,00359775;0,002711379;0,007850545;0,005546653;0,008338685;0,00297914;0,009703315;0,01;0,005
06/03/2018 11:31;703;0,00566254;0,002670421;0,005533035;0,008044159;0,005378584;0,007954963;0,005996806;0,007399838;0,01;0,005
07/03/2018 13:43;11144;0,003191689;0,003410097;0,002241752;0,010441293;0,00295385;0,004507883;0,00564663;0,01199552;0,01;0,005
07/03/2018 13:44;11144;0,00396558;0,003438951;0,006698665;0,011004152;0,008352773;0,008082465;0,006496086;0,00645417;0,01;0,005
07/03/2018 13:45;11144;0,002582104;0,004253611;0,007518277;0,006935063;0,005534845;0,009620183;0,009960159;0,002208716;0,01;0,005
07/03/2018 14:01;11140;0,006612957;0,004211625;0,007109266;0,005884371;0,006399715;0,00600291;0,007525901;0,005703493;0,01;0,005
07/03/2018 14:02;11140;0,00585264;0,003130513;0,007974829;0,008008841;0,011293712;0,009196378;0,004599813;0,006651321;0,01;0,005
07/03/2018 14:03;11140;0,008304075;0,003133805;0,00445842;0,003459048;0,005833542;0,007581962;0,006952434;0,005371263;0,01;0,005
07/03/2018 14:16;11139;0,006549022;0,003229493;0,008845771;0,004899139;0,006806071;0,009590155;0,006324715;0,006422584;0,01;0,005
07/03/2018 14:17;11139;0,004409057;0,00626277;0,003684239;0,00598671;0,006380656;0,009355971;0,011695312;0,005482576;0,01;0,005
07/03/2018 14:18;11139;0,006449697;0,002861694;0,003221561;0,008431804;0,000857377;0,007345084;0,007256242;0,009870835;0,01;0,005
07/03/2018 14:46;11142;0,004128591;0,003994589;0,006329501;0,005264604;0,003750158;0,004600808;0,010031559;0,007141071;0,01;0,005
07/03/2018 14:47;11142;0,00778411;0,002945938;0,00617106;0,005740787;0,00776176;0,006587321;0,006525706;0,006249235;0,01;0,005
07/03/2018 14:48;11142;0,005887533;0,004408794;0,005434145;0,008194814;0,006777684;0,004688914;0,002463754;0,00606568;0,01;0,005
07/03/2018 14:49;11142;0,009525246;0,004211304;0,005601345;0,005850027;0,004457177;0,007959916;0,008239398;0,00461791;0,01;0,005
07/03/2018 15:04;11141;0,003496916;0,002688091;0,003313092;0,010575286;0,008870605;0,006680634;0,009520738;0,004765731;0,01;0,005
07/03/2018 15:05;11141;0,004441567;0,004365809;0,00907907;0,007456839;0,005807658;0,006431065;0,008053493;0,007850385;0,01;0,005
07/03/2018 15:06;11141;0,004876266;0,003133332;0,006708953;0,00678645;0,005852493;0,008485465;0,011284503;0,006275892;0,01;0,005
14/03/2018 08:43;7NBKJ1;0,003842812;0,003137316;0,003887606;0,009818642;0,003361504;0,006949753;0,008882973;0,00811258;0,01;0,005
16/03/2018 07:45;13818;0,002816805;0,003293046;0,009941937;0,010477588;0,003651793;0,010390182;0,005337762;0,008104783;0,01;0,005
16/03/2018 07:46;13818;0,005836281;0,003073246;0,004756808;0,008318562;0,006421485;0,006583957;0,006183051;0,010502299;0,01;0,005
16/03/2018 07:46;13818;0,009805521;0,004274938;0,001787766;0,007478016;0,002266299;0,006146437;0,005444579;0,007598932;0,01;0,005
16/03/2018 07:47;13818;0,00470469;0,004999084;0,008506227;0,005210751;0,007698319;0,004483445;0,006622646;0,00674605;0,01;0,005
16/03/2018 10:21;13931;0,004186595;0,002947518;0,009542293;0,004207619;0,002286081;0,005784165;0,005522242;0,004855969;0,01;0,005
16/03/2018 10:22;13931;0,005554653;0,00551875;0,009264246;0,00845969;0,00767165;0,008383131;0,007621666;0,004820324;0,01;0,005
16/03/2018 10:23;13931;0,008173167;0,004012378;0,005257063;0,008520011;0,007535917;0,009362854;0,004958329;0,007328067;0,01;0,005
16/03/2018 10:24;13931;0,003306284;0,002073519;0,003627473;0,006607318;0,003635078;0,005754997;0,004391687;0,004441397;0,01;0,005
16/03/2018 10:25;13932;0,005091472;0,003655801;0,004294505;0,009805584;0,005911615;0,005384333;0,008929681;0,006343243;0,01;0,005
16/03/2018 10:26;13932;0,003146768;0,004021264;0,006493779;0,007851873;0,009857294;0,010123543;0,005040137;0,010769774;0,01;0,005
16/03/2018 10:27;13932;0,004191193;0,00626758;0,007670808;0,007644566;0,00480737;0,007153732;0,004171864;0,006574911;0,01;0,005
16/03/2018 10:28;13933;0,004903603;0,003676008;0,010310915;0,006060285;0,002502377;0,006577371;0,004304406;0,012183879;0,01;0,005
16/03/2018 10:29;13933;0,002819899;0,003805277;0,0034919;0,007466574;0,006370726;0,006788738;0,00796517;0,005332374;0,01;0,005
16/03/2018 10:30;13933;0,00736269;0,005015046;0,002676885;0,00943694;0,00640901;0,007563666;0,006781563;0,007233471;0,01;0,005
16/03/2018 10:31;13934;0,001697022;0,003050379;0,005423455;0,007503493;0,007986808;0,006326301;0,006898696;0,007524843;0,01;0,005
16/03/2018 10:32;13934;0,005078371;0,003385536;0,009593077;0,005344736;0,009391973;0,006275277;0,005288921;0,008744827;0,01;0,005
16/03/2018 10:32;13934;0,006417042;0,004636818;0,007067414;0,005755957;0,004729444;0,00633857;0,007139638;0,006291756;0,01;0,005
16/03/2018 10:33;13934;0,005164865;0,004465267;0,008175997;0,010130966;0,009856217;0,006078068;0,009530973;0,008162747;0,01;0,005
16/03/2018 10:34;13943;0,003848243;0,00499377;0,004678442;0,01064812;0,002276646;0,00605602;0,002669175;0,007000109;0,01;0,005
16/03/2018 10:35;13943;0,005519324;0,003932375;0,006253184;0,005719258;0,012334025;0,009007574;0,007875283;0,005397118;0,01;0,005
16/03/2018 10:36;13943;0,010565356;0,004652087;0,008899439;0,011201905;0,013692661;0,010998266;0,004889121;0,006240516;0,01;0,005
16/03/2018 10:38;13944;0,004672469;0,004201488;0,005892105;0,004299778;0,005369671;0,007342482;0,006313272;0,007962441;0,01;0,005
16/03/2018 10:39;13944;0,003475231;0,003922225;0,012399768;0,004385841;0,00557809;0,011296906;0,005666633;0,008037477;0,01;0,005
16/03/2018 10:39;13944;0,002710425;0,002895632;0,002894505;0,005514111;0,003629218;0,007026855;0,004596009;0,006466903;0,01;0,005
16/03/2018 10:41;13945;0,005379289;0,003383679;0,006408565;0,007985354;0,003569762;0,008120299;0,007946543;0,006020118;0,01;0,005
16/03/2018 10:42;13945;0,001208483;0,003869789;0,010260767;0,005822617;0,007350447;0,008592076;0,005022832;0,006113274;0,01;0,005
16/03/2018 10:42;13945;0,004102388;0,004433838;0,008085977;0,009967245;0,006316437;0,009106261;0,006045542;0,004166491;0,01;0,005
16/03/2018 10:44;13946;0,002686235;0,002559315;0,005301194;0,008513957;0,007267144;0,008730001;0,007139958;0,005513878;0,01;0,005
16/03/2018 10:45;13946;0,010438716;0,002919022;0,00609194;0,008219047;0,009481892;0,005556208;0,004734762;0,009169411;0,01;0,005
16/03/2018 10:45;13946;0,003911818;0,003380556;0,007313909;0,006058908;0,006306145;0,007469162;0,004538373;0,004062604;0,01;0,005
19/03/2018 17:49;14228;0,009520207;0,004452946;0,005563038;0,008997548;0,008182446;0,004607959;0,004083017;0,00709765;0,01;0,005
19/03/2018 17:50;14228;0,006610883;0,002740721;0,006016398;0,010160366;0,012267595;0,005273135;0,004165725;0,004283352;0,01;0,005
19/03/2018 17:50;14228;0,006387862;0,005554579;0,007073365;0,004940807;0,011061576;0,011180705;0,007284923;0,012104779;0,01;0,005
19/03/2018 17:52;14229;0,003337053;0,003616907;0,003279879;0,00805709;0,010660046;0,007691552;0,007572333;0,012616611;0,01;0,005
19/03/2018 17:52;14229;0,003678929;0,006922892;0,010041292;0,010650457;0,005371823;0,009284993;0,00434602;0,006112459;0,01;0,005
19/03/2018 17:53;14229;0,006372321;0,003090895;0,003882101;0,00907461;0,006769231;0,005288041;0,005211478;0,010400643;0,01;0,005
19/03/2018 17:54;14230;0,003676937;0,004609609;0,006251096;0,007435579;0,002729918;0,00841615;0,001503032;0,008763888;0,01;0,005
19/03/2018 17:55;14230;0,006498925;0,003233022;0,005770837;0,005342691;0,002484448;0,009318189;0,006498921;0,007975625;0,01;0,005
19/03/2018 17:56;14230;0,005408708;0,003638242;0,004034507;0,011313488;0,005053045;0,007516738;0,006450403;0,006837402;0,01;0,005
21/03/2018 15:13;14903;0,002188657;0,005418532;0,00584099;0,005221777;0,002702511;0,009122228;0,003996214;0,00683487;0,01;0,005
21/03/2018 15:14;14903;0,000758106;0,00391199;0,008890471;0,005625769;0,007801865;0,01134549;0,008852303;0,009672291;0,01;0,005
21/03/2018 15:15;14903;0,007947965;0,005144591;0,004060497;0,009770714;0,007136116;0,00688498;0,011194143;0,009095448;0,01;0,005
21/03/2018 15:16;14904;0,007794464;0,005997513;0,004792538;0,00806165;0,005192501;0,008820591;0,004332064;0,011059474;0,01;0,005
21/03/2018 15:17;14904;0,005693254;0,003846823;0,009537014;0,011439472;0,012490628;0,007244781;0,005969458;0,011243053;0,01;0,005
21/03/2018 15:18;14904;0,005333471;0,003519486;0,007678682;0,009254869;0,004120432;0,011280775;0,005503132;0,008832352;0,01;0,005
21/03/2018 15:19;14905;0,002163057;0,004516738;0,003313321;0,008236499;0,004332853;0,006814969;0,0028638;0,009930373;0,01;0,005
21/03/2018 15:19;14905;0,007309078;0,005089;0,00108544;0,00997254;0,005904326;0,007847331;0,005089583;0,006652809;0,01;0,005
21/03/2018 15:20;14905;0,004419119;0,0032011;0,004890078;0,004941066;0,007427006;0,007049796;0,002399733;0,004735258;0,01;0,005
21/03/2018 15:34;14917;0,002768053;0,004792337;0,005084317;0,004525073;0,011628509;0,005716117;0,006684838;0,007000071;0,01;0,005
21/03/2018 15:36;14917;0,004841043;0,001848193;0,007718405;0,008136529;0,009402235;0,009081786;0,007620753;0,00934541;0,01;0,005
21/03/2018 15:36;14917;0,007496124;0,005322285;0,005302007;0,007375141;0,005346248;0,007010092;0,004609851;0,009008341;0,01;0,005
21/03/2018 15:38;14916;0,004088034;0,00458459;0,003228719;0,007547327;0,004446827;0,004329376;0,012985932;0,009047748;0,01;0,005
21/03/2018 15:39;14916;0,006019388;0,003164572;0,008335241;0,008233584;0,005585553;0,006786914;0,005267881;0,01028769;0,01;0,005
21/03/2018 15:39;14916;0,005155939;0,003850705;0,004860933;0,008024607;0,005246633;0,00593369;0,005963472;0,009554797;0,01;0,005
21/03/2018 15:41;14915;0,00365457;0,003970945;0,003965972;0,005496162;0,009328333;0,008927003;0,008423166;0,006242806;0,01;0,005
21/03/2018 15:42;14915;0,002267708;0,004424207;0,011567449;0,006750545;0,008361552;0,012211978;0,002325176;0,00366979;0,01;0,005
21/03/2018 15:42;14915;0,002711074;0,004577312;0,002590898;0,007750238;0,005106997;0,006364388;0,003560265;0,004917593;0,01;0,005
21/03/2018 16:22;14918;0,001960944;0,003851731;0,005993945;0,007020884;0,006691762;0,005746382;0,008188353;0,005736767;0,01;0,005
21/03/2018 16:23;14918;0,0030274;0,003394606;0,010021502;0,006383634;0,00701012;0,007212379;0,008234638;0,00806511;0,01;0,005
21/03/2018 16:24;14918;0,005846933;0,003326851;0,008424778;0,011688439;0,013292473;0,009220547;0,00949504;0,008686641;0,01;0,005
21/03/2018 16:27;14927;0,005982889;0,003916985;0,005271443;0,009140382;0,003830784;0,017583298;0,009869343;0,011438026;0,01;0,005
21/03/2018 16:28;14927;0,004400859;0,004379992;0,008074461;0,010744449;0,006296318;0,009156588;0,004355603;0,011087801;0,01;0,005
21/03/2018 16:29;14927;0,002303643;0,0036585;0,00421423;0,008684917;0,00546817;0,008266226;0,005362214;0,007895533;0,01;0,005
21/03/2018 16:31;14928;0,00541318;0,00339146;0,004552432;0,007386044;0,006148379;0,009648421;0,005996816;0,007616924;0,01;0,005
21/03/2018 16:32;14928;0,004171956;0,00383562;0,004926085;0,006200293;0,008230424;0,007254989;0,004903973;0,012320163;0,01;0,005
21/03/2018 16:33;14928;0,002927607;0,003443149;0,002962779;0,009225646;0,002956789;0,006513639;0,008300482;0,009803924;0,01;0,005
21/03/2018 16:35;14929;0,006185061;0,004636426;0,002427067;0,013976757;0,005533046;0,005018689;0,006088834;0,007833;0,01;0,005
21/03/2018 16:36;14929;0,006270568;0,003721153;0,006394199;0,008647516;0,009188216;0,005488792;0,004955416;0,008559123;0,01;0,005
21/03/2018 16:36;14929;0,002285334;0,003573931;0,008831361;0,007929916;0,00923287;0,007376468;0,006542224;0,005079964;0,01;0,005
21/03/2018 16:38;14930;0,005688908;0,003410345;0,005159107;0,0065121;0,005675759;0,00634422;0,010904498;0,005405464;0,01;0,005
21/03/2018 16:39;14930;0,002314729;0,00333832;0,005248845;0,006449161;0,006291508;0,008606134;0,008056534;0,006405441;0,01;0,005
21/03/2018 16:39;14930;0,002177395;0,003905297;0,003848959;0,006803373;0,011809855;0,010938921;0,004790635;0,006549233;0,01;0,005
21/03/2018 18:35;15043;0,002098527;0,004154005;0,010383083;0,007647803;0,006933041;0,005729517;0,007858038;0,007689517;0,01;0,005
21/03/2018 18:38;15043;0,004326142;0,004057244;0,007917766;0,008699428;0,006883221;0,009919743;0,006823707;0,005669223;0,01;0,005
21/03/2018 18:39;15043;0,004827086;0,005948454;0,003671112;0,007689589;0,010545945;0,008751116;0,004751435;0,011121089;0,01;0,005
21/03/2018 18:40;15044;0,002862798;0,0037493;0,005616704;0,011019165;0,00759861;0,010225068;0,008944859;0,009625759;0,01;0,005
21/03/2018 18:41;15044;0,005580538;0,004745671;0,005345096;0,01444553;0,012256998;0,010488275;0,008770064;0,007607008;0,01;0,005
21/03/2018 18:42;15044;0,003163285;0,002649825;0,003199643;0,008535187;0,003877816;0,007875721;0,003426064;0,008546632;0,01;0,005
21/03/2018 18:43;15045;0,005168571;0,002817078;0,00550756;0,011258358;0,003196838;0,004349367;0,005386471;0,005183064;0,01;0,005
21/03/2018 18:44;15045;0,004204549;0,004474594;0,00365019;0,011482175;0,004762737;0,007255742;0,006424973;0,008615972;0,01;0,005
21/03/2018 18:45;15045;0,005543563;0,004874368;0,004231045;0,005907561;0,007054866;0,010308729;0,010102109;0,006737257;0,01;0,005
21/03/2018 18:46;15046;0,00623638;0,002669676;0,008719631;0,005066731;0,007158745;0,007675909;0,004097909;0,00673398;0,01;0,005
21/03/2018 18:47;15046;0,006777608;0,005575286;0,004906449;0,010054792;0,006028735;0,010530959;0,004962377;0,010995483;0,01;0,005
21/03/2018 18:48;15046;0,005223397;0,003643386;0,00388431;0,011757792;0,003076255;0,008688137;0,008766687;0,007677256;0,01;0,005
26/03/2018 11:21;11175;0,006292506;0,003731039;0,004885576;0,006910945;0,007683046;0,005726035;0,00516967;0,00687511;0,01;0,005
26/03/2018 11:23;11175;0,00848994;0,002937665;0,00673259;0,008572948;0,006208458;0,009108926;0,010692314;0,006624146;0,01;0,005
26/03/2018 11:24;11175;0,003218277;0,003686855;0,003510764;0,009133066;0,011923936;0,007521059;0,006094472;0,008751676;0,01;0,005
26/03/2018 11:53;11171;0,002063683;0,003514889;0,012855878;0,007788714;0,006022123;0,007816328;0,008274901;0,010239545;0,01;0,005
26/03/2018 11:54;11171;0,003324561;0,003720501;0,00275468;0,006947186;0,002580904;0,006071286;0,005183091;0,006664519;0,01;0,005
26/03/2018 11:54;11171;0,003627763;0,004966746;0,003346846;0,007060287;0,005799615;0,003968957;0,004857325;0,005007755;0,01;0,005
26/03/2018 11:55;11171;0,006200779;0,003072746;0,007060905;0,009903012;0,006479973;0,011414479;0,007162454;0,009988854;0,01;0,005
26/03/2018 12:06;11170;0,004560975;0,002170849;0,005927801;0,006332021;0,007838223;0,00569235;0,008514838;0,006644544;0,01;0,005
26/03/2018 12:07;11170;0,008437203;0,00294521;0,007310247;0,011371198;0,004763775;0,008395155;0,009920935;0,005475781;0,01;0,005
26/03/2018 12:08;11170;0,004005991;0,00261448;0,007354588;0,007715464;0,012251142;0,006522233;0,00575142;0,005758434;0,01;0,005
26/03/2018 12:17;11166;0,004087768;0,003919296;0,011008967;0,009900415;0,00705386;0,007812392;0,011438712;0,009528049;0,01;0,005
26/03/2018 12:18;11166;0,004453587;0,003238609;0,003822655;0,005087255;0,008820912;0,007613996;0,006768018;0,005925561;0,01;0,005
26/03/2018 12:19;11166;0,006620304;0,004102254;0,006091562;0,011686139;0,005787784;0,004564887;0,00826829;0,012069569;0,01;0,005
26/03/2018 12:19;11166;0,005186749;0,004722799;0,007628224;0,007895637;0,005656224;0,008740048;0,006352123;0,006013559;0,01;0,005
26/03/2018 12:51;11172;0,008855462;0,006426443;0,009430997;0,00899256;0,00693879;0,008737732;0,009997249;0,008364379;0,01;0,005
26/03/2018 12:52;11172;0,002847811;0,00679175;0,006804212;0,006571975;0,006174599;0,008533849;0,00646268;0,011210368;0,01;0,005
26/03/2018 12:53;11172;0,003762422;0,002527167;0,004104697;0,008111997;0,006497467;0,010207742;0,004202947;0,008021182;0,01;0,005
26/03/2018 12:54;11172;0,002770676;0,002906777;0,003646754;0,010273555;0,007138033;0,011944179;0,00829447;0,006254974;0,01;0,005
27/03/2018 05:48;11169;0,005481581;0,004482235;0,005234963;0,007061416;0,006472623;0,00893314;0,010756725;0,00913819;0,01;0,005
27/03/2018 05:49;11169;0,008707413;0,00222495;0,007750885;0,006210314;0,004335963;0,008167643;0,006152011;0,009817418;0,01;0,005
27/03/2018 05:50;11169;0,006482179;0,0039205;0,004540759;0,009634546;0,005511554;0,00692351;0,008257824;0,006538004;0,01;0,005
27/03/2018 06:58;11168;0,006914152;0,004814822;0,00546055;0,010216093;0,007118562;0,01013692;0,00483778;0,007409816;0,01;0,005
27/03/2018 06:59;11168;0,006072521;0,003919614;0,008489091;0,007151621;0,007587541;0,009529957;0,005321912;0,007840255;0,01;0,005
27/03/2018 07:00;11168;0,002976973;0,002688925;0,008857916;0,006560866;0,007342603;0,007114722;0,005273418;0,005729381;0,01;0,005
27/03/2018 08:55;11165;0,002692827;0,003214456;0,006503711;0,006996315;0,00475622;0,009166356;0,009146744;0,008706346;0,01;0,005
27/03/2018 08:56;11165;0,006745961;0,003672553;0,009608465;0,009292516;0,007962523;0,003103116;0,00510658;0,007583551;0,01;0,005
27/03/2018 08:57;11165;0,00495533;0,003807742;0,004666027;0,005205393;0,011584197;0,0086061;0,001617381;0,006889615;0,01;0,005
28/03/2018 11:42;11153;0,002112611;0,00346882;0,00144199;0,007168646;0,007818347;0,008229718;0,002877045;0,008937335;0,01;0,005
28/03/2018 11:43;11153;0,001723329;0,002763308;0,006314921;0,009010874;0,006662142;0,006154132;0,006333821;0,00786397;0,01;0,005
28/03/2018 11:44;11153;0,001914928;0,003223807;0,004695598;0,010140027;0,007222685;0,006306643;0,009409318;0,00965713;0,01;0,005
28/03/2018 11:44;11153;0,002799797;0,001469336;0,005794689;0,008485984;0,003111902;0,006172851;0,006208831;0,007007141;0,01;0,005
30/03/2018 10:54;0;0,002923574;0,003009777;0,00456058;0,004571052;0,005516222;0,007796708;0,007274393;0,0060883;0,01;0,005
30/03/2018 10:55;0;0,003811152;0,003227872;0,007630977;0,006136251;0,002273888;0,005753161;0,005468269;0,008298951;0,01;0,005
30/03/2018 10:56;0;0,002370723;0,004307911;0,005354453;0,01284903;0,002353021;0,006416566;0,008682607;0,007651011;0,01;0,005
09/04/2018 11:23;18851;0,003240437;0,003924229;0,007585982;0,007123495;0,013319107;0,006817903;0,005365252;0,006843722;0,01;0,005
09/04/2018 11:24;18851;0,006678331;0,00469486;0,004357533;0,012541209;0,009728368;0,004847199;0,002832657;0,010670696;0,01;0,005
09/04/2018 11:25;18851;0,006458588;0,005748212;0,002811625;0,006715797;0,009397518;0,008318815;0,004384927;0,007821034;0,01;0,005
09/04/2018 11:27;18852;0,011516053;0,004689652;0,006447628;0,010218494;0,00541653;0,00934155;0,003775529;0,012290073;0,01;0,005
09/04/2018 11:28;18852;0,003934004;0,004360443;0,006102119;0,006987779;0,003828006;0,00949112;0,01183496;0,007987557;0,01;0,005
09/04/2018 11:28;18852;0,010392591;0,003497605;0,005216962;0,00637725;0,009839389;0,007614388;0,00451472;0,012195063;0,01;0,005
09/04/2018 11:30;18853;0,007544768;0,004294602;0,009585433;0,008803162;0,00968248;0,010504992;0,00972805;0,010252719;0,01;0,005
09/04/2018 11:31;18853;0,006654502;0,003843576;0,007708398;0,007748921;0,005738993;0,005881244;0,008948846;0,008463884;0,01;0,005
09/04/2018 11:32;18853;0,004345255;0,004882339;0,010380968;0,010768362;0,006324225;0,011769551;0,010803837;0,007139068;0,01;0,005
09/04/2018 11:33;18854;0,00658186;0,003981429;0,010383343;0,008908863;0,009039649;0,00610766;0,007281071;0,006475488;0,01;0,005
09/04/2018 11:34;18854;0,008487027;0,00445924;0,006793269;0,007634597;0,007089774;0,012265809;0,006282993;0,008494676;0,01;0,005
09/04/2018 11:35;18854;0,007083557;0,001778189;0,00770851;0,005759029;0,010774505;0,004839362;0,006120118;0,009864258;0,01;0,005
09/04/2018 11:44;18871;0,004467577;0,003361199;0,004260411;0,010178805;0,00688697;0,00821406;0,00862984;0,005595531;0,01;0,005
09/04/2018 11:45;18871;0,011244003;0,002506618;0,013917372;0,007164328;0,014691258;0,005511006;0,005342525;0,010142533;0,01;0,005
09/04/2018 11:45;18871;0,003119535;0,005159776;0,00747801;0,011933336;0,00395548;0,01156958;0,005777927;0,008706792;0,01;0,005
09/04/2018 11:46;18872;0,005628172;0,00333327;0,007240266;0,007987122;0,006662397;0,008859558;0,006509634;0,005830755;0,01;0,005
09/04/2018 11:47;18872;0,004240287;0,00372489;0,004724687;0,00862958;0,004535964;0,009377505;0,005229995;0,00702076;0,01;0,005
09/04/2018 11:48;18872;0,007006645;0,003497911;0,003158799;0,005630563;0,009314429;0,003615327;0,005513082;0,004335069;0,01;0,005
09/04/2018 11:49;18873;0,005297933;0,005035587;0,007426961;0,007989231;0,005055114;0,008764671;0,007250241;0,007171584;0,01;0,005
09/04/2018 11:50;18873;0,004210629;0,003983928;0,008026542;0,005689189;0,00738505;0,006308438;0,00727899;0,00642594;0,01;0,005
09/04/2018 11:51;18873;0,004490467;0,00308798;0,011194499;0,003529535;0,016688507;0,00395044;0,008873871;0,005290538;0,01;0,005
